requirement_id,route,command_or_query,authorization_predicate,canonical_object_id_field,event_audit_record,test_ref,evidence_ref,candidate_sha,status,epic,kind,matched_coverage_row_ids,note,row_id,supersedes_row_id
CW-RT-012;CW-GR-023;-U4,GET /api/v8/case-workspace/cases/:caseId;GET /api/v8/case-workspace/cases/by-project/:projectId,caseCoreService.getCase,"requireCaseAccess (by caseId);requireOrgMember (by projectId, then org-match check)",case_id,NONE,LIVE-U4 browser+realDB run (no new automated test written by this actor),"LIVE-U4 RUN 2026-08-10 18:38-18:55 CEST, actor claude-ledger-u4: real Chromium -> Vite :3010 -> backend :3001 (NODE_ENV=development, CI=true, ENABLE_V8_GLOBAL=true; E2E_MODE and ENABLE_TEST_AUTH_BYPASS NOT set) -> Postgres 127.0.0.1:55432/case_workspace_test. Session from a REAL POST /api/auth/login (bcrypt + signed JWT). The production module src/components/CaseWorkspace drove the traffic - no window.fetch stub, no fixtures. The :caseId form was exercised live twice: as the case-screen read (GET /cases/case-0006f4a5-7fa9-41d8-aa0d-793b6cb4b3c0 -> 200) and as the READBACK after a UI command, where the response repainted the row from server state. The by-project form was NOT exercised.",PENDING-CANDIDATE-SHA,PARTIAL,E1,query,CW-RT-012;CW-RT-012-U1;CW-GR-023,"-U4 APPEND-ONLY ROW written by claude-ledger-u4 2026-08-10T19:05+02:00. This ledger carries no row_id column, so: supersedes = the row with the identical `route` value written by claude-stream-e. The earlier row is left untouched. OWNER RULE APPLIED (code without a test cannot be PASS): the superseded row carried test_ref=PENDING, i.e. it named NO automated test, so IMPLEMENTED_AND_PROVEN was not supportable. Live reachability is evidence of a mounted, authorized, working route - it is not a test. NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-169,
CW-RT-016;CW-RT-017;-U4,GET /api/v8/case-workspace/cases/:caseId/plan-versions,casePlanVersionService.listPlanVersionsForCase,requireCaseAccess,case_id,NONE,LIVE-U4 browser+realDB run (no new automated test written by this actor),"LIVE-U4 RUN 2026-08-10 18:38-18:55 CEST, actor claude-ledger-u4: real Chromium -> Vite :3010 -> backend :3001 (NODE_ENV=development, CI=true, ENABLE_V8_GLOBAL=true; E2E_MODE and ENABLE_TEST_AUTH_BYPASS NOT set) -> Postgres 127.0.0.1:55432/case_workspace_test. Session from a REAL POST /api/auth/login (bcrypt + signed JWT). The production module src/components/CaseWorkspace drove the traffic - no window.fetch stub, no fixtures. Exercised live from the case screen: GET /cases/:caseId/plan-versions -> 200, and the returned plan version planv-696aa873-6079-4506-af9d-ebcd0e92f579 was then used by the graph and validate reads.",PENDING-CANDIDATE-SHA,PARTIAL,E2,query,CW-RT-016;CW-RT-017;CW-RT-017-U1,"-U4 APPEND-ONLY ROW written by claude-ledger-u4 2026-08-10T19:05+02:00. This ledger carries no row_id column, so: supersedes = the row with the identical `route` value written by claude-stream-e. The earlier row is left untouched. OWNER RULE APPLIED (code without a test cannot be PASS): the superseded row carried test_ref=PENDING, i.e. it named NO automated test, so IMPLEMENTED_AND_PROVEN was not supportable. Live reachability is evidence of a mounted, authorized, working route - it is not a test. NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-170,
CW-GR-024;CW-GR-001;-U4,GET /api/v8/case-workspace/plan-versions/:planVersionId/graph,casePlanVersionService.getGraph,requireCaseAccess (via getPlanVersion),case_plan_version_id,NONE,LIVE-U4 browser+realDB run (no new automated test written by this actor),"LIVE-U4 RUN 2026-08-10 18:38-18:55 CEST, actor claude-ledger-u4: real Chromium -> Vite :3010 -> backend :3001 (NODE_ENV=development, CI=true, ENABLE_V8_GLOBAL=true; E2E_MODE and ENABLE_TEST_AUTH_BYPASS NOT set) -> Postgres 127.0.0.1:55432/case_workspace_test. Session from a REAL POST /api/auth/login (bcrypt + signed JWT). The production module src/components/CaseWorkspace drove the traffic - no window.fetch stub, no fixtures. RAISED FROM NOT_IMPLEMENTED ON A LIVE MEASUREMENT: GET /plan-versions/planv-696aa873-6079-4506-af9d-ebcd0e92f579/graph -> 200, and the returned graph is what the three live projections (Prosty / Ekspercki / Lista) render.",PENDING-CANDIDATE-SHA,PARTIAL,E2,query,CW-GR-024;CW-GR-001,"-U4 APPEND-ONLY ROW written by claude-ledger-u4 2026-08-10T19:05+02:00. This ledger carries no row_id column, so: supersedes = the row with the identical `route` value written by claude-stream-e. The earlier row is left untouched. OWNER RULE APPLIED (code without a test cannot be PASS): the superseded row carried test_ref=PENDING, i.e. it named NO automated test, so IMPLEMENTED_AND_PROVEN was not supportable. Live reachability is evidence of a mounted, authorized, working route - it is not a test. NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-171,
CW-GR-012;CW-GR-036;CW-GR-024;CW-GR-047;-U4,GET /api/v8/case-workspace/plan-versions/:planVersionId/validate,casePlanVersionService.validatePlanVersion,requireCaseAccess,case_plan_version_id,NONE,LIVE-U4 browser+realDB run (no new automated test written by this actor),"LIVE-U4 RUN 2026-08-10 18:38-18:55 CEST, actor claude-ledger-u4: real Chromium -> Vite :3010 -> backend :3001 (NODE_ENV=development, CI=true, ENABLE_V8_GLOBAL=true; E2E_MODE and ENABLE_TEST_AUTH_BYPASS NOT set) -> Postgres 127.0.0.1:55432/case_workspace_test. Session from a REAL POST /api/auth/login (bcrypt + signed JWT). The production module src/components/CaseWorkspace drove the traffic - no window.fetch stub, no fixtures. RAISED FROM NOT_IMPLEMENTED ON A LIVE MEASUREMENT: GET /plan-versions/planv-696aa873-.../validate -> 200 during the normal case-screen load.",PENDING-CANDIDATE-SHA,PARTIAL,E2,query,CW-GR-012;CW-GR-036;CW-GR-024;CW-GR-047,"-U4 APPEND-ONLY ROW written by claude-ledger-u4 2026-08-10T19:05+02:00. This ledger carries no row_id column, so: supersedes = the row with the identical `route` value written by claude-stream-e. The earlier row is left untouched. OWNER RULE APPLIED (code without a test cannot be PASS): the superseded row carried test_ref=PENDING, i.e. it named NO automated test, so IMPLEMENTED_AND_PROVEN was not supportable. Live reachability is evidence of a mounted, authorized, working route - it is not a test. only LOCAL_STRUCTURAL checklist subset; EXTERNAL_DEPENDENT reported DEFERRED_EXTERNAL NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-172,
CW-DOD-B5;CW-DOD-B8;-U4,GET /api/v8/case-workspace/cases/:caseId/waits,waitSubscriptionService.listWaitsForCase,requireCaseAccess,case_id,NONE,LIVE-U4 browser+realDB run (no new automated test written by this actor),"LIVE-U4 RUN 2026-08-10 18:38-18:55 CEST, actor claude-ledger-u4: real Chromium -> Vite :3010 -> backend :3001 (NODE_ENV=development, CI=true, ENABLE_V8_GLOBAL=true; E2E_MODE and ENABLE_TEST_AUTH_BYPASS NOT set) -> Postgres 127.0.0.1:55432/case_workspace_test. Session from a REAL POST /api/auth/login (bcrypt + signed JWT). The production module src/components/CaseWorkspace drove the traffic - no window.fetch stub, no fixtures. RAISED FROM NOT_IMPLEMENTED ON A LIVE MEASUREMENT: GET /cases/:caseId/waits -> 200 on every case-screen load (observed on two different cases, one STANDARD and one LIGHT).",PENDING-CANDIDATE-SHA,PARTIAL,E5,query,CW-DOD-B5;CW-DOD-B8,"-U4 APPEND-ONLY ROW written by claude-ledger-u4 2026-08-10T19:05+02:00. This ledger carries no row_id column, so: supersedes = the row with the identical `route` value written by claude-stream-e. The earlier row is left untouched. OWNER RULE APPLIED (code without a test cannot be PASS): the superseded row carried test_ref=PENDING, i.e. it named NO automated test, so IMPLEMENTED_AND_PROVEN was not supportable. Live reachability is evidence of a mounted, authorized, working route - it is not a test. NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-173,
CW-RT-043;-U4,GET /api/v8/case-workspace/cases/:caseId/proposals,proposalApprovalService.listActionProposalsForCase,requireCaseAccess,case_id,NONE,LIVE-U4 browser+realDB run (no new automated test written by this actor),"LIVE-U4 RUN 2026-08-10 18:38-18:55 CEST, actor claude-ledger-u4: real Chromium -> Vite :3010 -> backend :3001 (NODE_ENV=development, CI=true, ENABLE_V8_GLOBAL=true; E2E_MODE and ENABLE_TEST_AUTH_BYPASS NOT set) -> Postgres 127.0.0.1:55432/case_workspace_test. Session from a REAL POST /api/auth/login (bcrypt + signed JWT). The production module src/components/CaseWorkspace drove the traffic - no window.fetch stub, no fixtures. RAISED FROM NOT_IMPLEMENTED ON A LIVE MEASUREMENT: GET /cases/:caseId/proposals -> 200 on every case-screen load; the Realizacja phase renders its ""Sprawy do zatwierdzenia"" section from it.",PENDING-CANDIDATE-SHA,PARTIAL,E6,query,CW-RT-043,"-U4 APPEND-ONLY ROW written by claude-ledger-u4 2026-08-10T19:05+02:00. This ledger carries no row_id column, so: supersedes = the row with the identical `route` value written by claude-stream-e. The earlier row is left untouched. OWNER RULE APPLIED (code without a test cannot be PASS): the superseded row carried test_ref=PENDING, i.e. it named NO automated test, so IMPLEMENTED_AND_PROVEN was not supportable. Live reachability is evidence of a mounted, authorized, working route - it is not a test. NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-174,
CW-02-032;CW-01-004;-U4,GET /api/v8/case-workspace/cases/:caseId/value-measurements,caseHistoryService.listValueMeasurementsForCase,requireCaseAccess,case_id,NONE,LIVE-U4 browser+realDB run (no new automated test written by this actor),"LIVE-U4 RUN 2026-08-10 18:38-18:55 CEST, actor claude-ledger-u4: real Chromium -> Vite :3010 -> backend :3001 (NODE_ENV=development, CI=true, ENABLE_V8_GLOBAL=true; E2E_MODE and ENABLE_TEST_AUTH_BYPASS NOT set) -> Postgres 127.0.0.1:55432/case_workspace_test. Session from a REAL POST /api/auth/login (bcrypt + signed JWT). The production module src/components/CaseWorkspace drove the traffic - no window.fetch stub, no fixtures. Exercised live: GET /cases/:caseId/value-measurements -> 200; the Rezultaty phase rendered 2 measurement rows from it, including the literal state ""Zmierzone czesciowo"" next to ""Potwierdzone"".",PENDING-CANDIDATE-SHA,PARTIAL,E11,query,CW-02-032;CW-02-032-U1;CW-01-004,"-U4 APPEND-ONLY ROW written by claude-ledger-u4 2026-08-10T19:05+02:00. This ledger carries no row_id column, so: supersedes = the row with the identical `route` value written by claude-stream-e. The earlier row is left untouched. OWNER RULE APPLIED (code without a test cannot be PASS): the superseded row carried test_ref=PENDING, i.e. it named NO automated test, so IMPLEMENTED_AND_PROVEN was not supportable. Live reachability is evidence of a mounted, authorized, working route - it is not a test. NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-175,
CW-RT-024;CW-GR-033;CW-02-031;CW-03-017;CW-01-004;-U4,GET /api/v8/case-workspace/cases/:caseId/artifact-links,artifactLinkService.listArtifactLinksForCase,requireCaseAccess,case_id,NONE,LIVE-U4 browser+realDB run (no new automated test written by this actor),"LIVE-U4 RUN 2026-08-10 18:38-18:55 CEST, actor claude-ledger-u4: real Chromium -> Vite :3010 -> backend :3001 (NODE_ENV=development, CI=true, ENABLE_V8_GLOBAL=true; E2E_MODE and ENABLE_TEST_AUTH_BYPASS NOT set) -> Postgres 127.0.0.1:55432/case_workspace_test. Session from a REAL POST /api/auth/login (bcrypt + signed JWT). The production module src/components/CaseWorkspace drove the traffic - no window.fetch stub, no fixtures. Exercised live: GET /cases/:caseId/artifact-links -> 200; the Rezultaty phase rendered 2 linked objects from it and the right panel counted them as ""POWIAZANIA 2"".",PENDING-CANDIDATE-SHA,PARTIAL,E10,query,CW-RT-024;CW-RT-024-U1;CW-GR-033;CW-02-031;CW-03-017;CW-01-004,"-U4 APPEND-ONLY ROW written by claude-ledger-u4 2026-08-10T19:05+02:00. This ledger carries no row_id column, so: supersedes = the row with the identical `route` value written by claude-stream-e. The earlier row is left untouched. OWNER RULE APPLIED (code without a test cannot be PASS): the superseded row carried test_ref=PENDING, i.e. it named NO automated test, so IMPLEMENTED_AND_PROVEN was not supportable. Live reachability is evidence of a mounted, authorized, working route - it is not a test. NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-176,
CW-00-020-INV13;CW-03-017;CW-DOD-B2;-U4,GET /api/v8/case-workspace/cases/:caseId/history-events,caseHistoryService.listCaseHistoryEventsForCase,requireCaseAccess,case_id,NONE,LIVE-U4 browser+realDB run (no new automated test written by this actor),"LIVE-U4 RUN 2026-08-10 18:38-18:55 CEST, actor claude-ledger-u4: real Chromium -> Vite :3010 -> backend :3001 (NODE_ENV=development, CI=true, ENABLE_V8_GLOBAL=true; E2E_MODE and ENABLE_TEST_AUTH_BYPASS NOT set) -> Postgres 127.0.0.1:55432/case_workspace_test. Session from a REAL POST /api/auth/login (bcrypt + signed JWT). The production module src/components/CaseWorkspace drove the traffic - no window.fetch stub, no fixtures. Exercised live with its pagination parameter: GET /cases/:caseId/history-events?limit=50 -> 200 on every case-screen load.",PENDING-CANDIDATE-SHA,PARTIAL,E11,query,CW-00-020-INV13;CW-00-020-INV13-U1;CW-03-017;CW-DOD-B2;CW-DOD-B2-U1,"-U4 APPEND-ONLY ROW written by claude-ledger-u4 2026-08-10T19:05+02:00. This ledger carries no row_id column, so: supersedes = the row with the identical `route` value written by claude-stream-e. The earlier row is left untouched. OWNER RULE APPLIED (code without a test cannot be PASS): the superseded row carried test_ref=PENDING, i.e. it named NO automated test, so IMPLEMENTED_AND_PROVEN was not supportable. Live reachability is evidence of a mounted, authorized, working route - it is not a test. NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-177,
CW-RT-026;CW-RT-044;-U4,POST /api/v8/case-workspace/cases/:caseId/status,caseCoreService.transitionStatus,requireCaseAccess,case_id,"case.activated|case.blocked|case.closed|case.failed|case.cancelled (case_workspace_event_outbox) [caseCoreService.ts:500 via STATUS_EVENT_TYPE:194, chosen by target status]",server/src/services/caseWorkspace/__tests__/caseCoreService.pg.test.ts (realDB outbox assertion; branch(es) NOT yet asserted: case.failed)|LIVE-U4 browser+realDB run,"LIVE-U4 RUN 2026-08-10 18:38-18:55 CEST, actor claude-ledger-u4: real Chromium -> Vite :3010 -> backend :3001 (NODE_ENV=development, CI=true, ENABLE_V8_GLOBAL=true; E2E_MODE and ENABLE_TEST_AUTH_BYPASS NOT set) -> Postgres 127.0.0.1:55432/case_workspace_test. Session from a REAL POST /api/auth/login (bcrypt + signed JWT). The production module src/components/CaseWorkspace drove the traffic - no window.fetch stub, no fixtures. PROVEN END TO END FROM THE PRODUCTION UI, not only from supertest: row kebab -> ""Wstrzymaj zlecenie"" -> confirmation -> POST /cases/case-0006f4a5-7fa9-41d8-aa0d-793b6cb4b3c0/status -> 200 carrying an Idempotency-Key, immediately followed by GET /cases/case-0006f4a5-... -> 200 as the readback. Out-of-band DB check: case_status ACTIVE version 6 -> BLOCKED version 7, and the outbox gained case.blocked|cw-local-user|2026-08-10T16:46:37.009Z in the same transaction. The reverse command (""Wznow zlecenie"") returned it to ACTIVE version 8. Status kept at IMPLEMENTED_AND_PROVEN because this row already names a real automated test AND now has live end-to-end evidence.",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E1,command,CW-RT-026;CW-RT-026-U1;CW-RT-044;CW-RT-044-U1,"-U4 APPEND-ONLY ROW written by claude-ledger-u4 2026-08-10T19:05+02:00. This ledger carries no row_id column, so: supersedes = the row with the identical `route` value written by claude-stream-e. The earlier row is left untouched. This is the only case-workspace route this wave proved from a real browser, a real session and a real database in one chain. ",TRAR-178,
